2.397874,2.924624,0.001386,0.000031,1.6175140.000044,0.000001
2.601558,2.922443,0.001388,0.000031,1.6175520.000050,0.000001
2.799501,2.948704,0.001329,0.000030,1.6168630.000048,0.000001
3.000143,3.135614,0.001509,0.000034,1.6119530.000050,0.000001
3.202089,3.324061,0.001856,0.000042,1.6069020.000072,0.000002
3.400831,3.513361,0.001896,0.000042,1.6016950.000075,0.000002
3.600970,3.706804,0.002234,0.000050,1.5962200.000075,0.000002
3.799383,3.901040,0.002211,0.000049,1.5905670.000075,0.000002
3.999855,4.097858,0.002395,0.000054,1.5846240.000094,0.000002
